aliases,candidate_collisions,caveats,derived_from,id,legal_authority_notes,name,official_url,operating_layers,record_origin,record_type,source_context,source_refs,status,unit_kind
"[""MWAA""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.107"",""source_row_key"":""107""}",dc.metropolitan.washington.airports.authority.board.of.directors.mwaa,"[""D.C. Code § 9-1006""]",Metropolitan Washington Airports Authority Board of Directors (MWAA),https://www.mwaa.com/about/board-directors,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":107,""NAME"":""Metropolitan Washington Airports Authority Board of Directors (MWAA)"",""SHORT_NAME"":""Metropolitan Washington Airports Authority Board of Directors (MWAA)"",""ACRONYM"":""MWAA"",""GOVERNING_AGENCY"":null,""ADDRESS"":null,""TYPE"":""Board"",""WEB_URL"":""https://www.mwaa.com/about/board-directors"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 9-1006"",""OBJECTID"":107,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,board
"[""MWCOG""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1153"",""source_row_key"":""1153""}",dc.metropolitan.washington.council.of.governments,[],Metropolitan Washington Council of Governments,https://www.mwcog.org/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1153,""AGENCY_NAME"":""Metropolitan Washington Council of Governments"",""SHORT_NAME"":""Metropolitan Washington Council of Governments"",""ACRONYM"":""MWCOG"",""BUDGETCODE"":""EA0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Governmental Direction and Support"",""BRANCH"":""Other"",""ADDRESS"":""777 North Capitol Street NE, Suite 300"",""TYPE"":""Non-DC Government"",""WEB_URL"":""https://www.mwcog.org/"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":132,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.136"",""source_row_key"":""136""}",dc.metropolitan.washington.council.of.governments.board.of.directors.cog,[],Metropolitan Washington Council of Governments Board of Directors (COG),,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":136,""NAME"":""Metropolitan Washington Council of Governments Board of Directors (COG)"",""SHORT_NAME"":""Metropolitan Washington Council of Governments Board of Directors (COG)"",""ACRONYM"":null,""GOVERNING_AGENCY"":null,""ADDRESS"":null,""TYPE"":""Board"",""WEB_URL"":null,""AUTHORIZING_ORDER_LAW"":null,""OBJECTID"":136,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,board
"[""MAAC""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.18"",""source_row_key"":""18""}",dc.multimodal.accessibility.advisory.council,"[""D.C. Code § 50–2361.31""]",Multimodal Accessibility Advisory Council,https://ddot.dc.gov/event/dcs-multimodal-accessibility-advisory-council-maac-citywide,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":18,""NAME"":""Multimodal Accessibility Advisory Council"",""SHORT_NAME"":""Multimodal Accessibility Advisory Council"",""ACRONYM"":""MAAC"",""GOVERNING_AGENCY"":null,""ADDRESS"":null,""TYPE"":""Council"",""WEB_URL"":""https://ddot.dc.gov/event/dcs-multimodal-accessibility-advisory-council-maac-citywide"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 50–2361.31"",""OBJECTID"":18,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,council
"[""NCPC""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.108"",""source_row_key"":""108""}",dc.national.capital.planning.commission.ncpc,"[""D.C. Code § 2-1002""]",National Capital Planning Commission (NCPC),https://www.ncpc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":108,""NAME"":""National Capital Planning Commission (NCPC)"",""SHORT_NAME"":""National Capital Planning Commission (NCPC)"",""ACRONYM"":""NCPC"",""GOVERNING_AGENCY"":null,""ADDRESS"":""401 9th Street NW, Suite 500N"",""TYPE"":""Commission"",""WEB_URL"":""https://www.ncpc.gov/"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 2-1002"",""OBJECTID"":108,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
"[""DCSIC""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.109"",""source_row_key"":""109""}",dc.new.columbia.statehood.commission,"[""D.C. Code § 1-129.31""]",New Columbia Statehood Commission,https://statehood.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":109,""NAME"":""New Columbia Statehood Commission"",""SHORT_NAME"":""New Columbia Statehood Commission"",""ACRONYM"":""DCSIC"",""GOVERNING_AGENCY"":null,""ADDRESS"":""1350 Pennsylvania Avenue NW"",""TYPE"":""Commission"",""WEB_URL"":""https://statehood.dc.gov/"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 1-129.31"",""OBJECTID"":109,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1123"",""source_row_key"":""1123""}",dc.non.public.tuition,[],Non-Public Tuition,https://cfo.dc.gov/publication/2021-gn0-non-public-tuition,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1123,""AGENCY_NAME"":""Non-Public Tuition"",""SHORT_NAME"":""Non-Public Tuition"",""ACRONYM"":null,""BUDGETCODE"":""GN0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Public Education System"",""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":""https://cfo.dc.gov/publication/2021-gn0-non-public-tuition"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Public Education System"",""OBJECTID"":105,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1124"",""source_row_key"":""1124""}",dc.not.for.profit.hospital.corp.fund,[],Not-for-profit Hospital Corp. Fund,https://cfo.dc.gov/sites/default/files/dc/sites/ocfo/publication/attachments/hw_nphc_chapter_2021a.pdf,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1124,""AGENCY_NAME"":""Not-for-profit Hospital Corp. Fund"",""SHORT_NAME"":""Not-for-profit Hospital Corp. Fund"",""ACRONYM"":null,""BUDGETCODE"":""HX0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Enterprise and Other"",""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":""https://cfo.dc.gov/sites/default/files/dc/sites/ocfo/publication/attachments/hw_nphc_chapter_2021a.pdf"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Human Support Services"",""OBJECTID"":106,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""UMC""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.111"",""source_row_key"":""111""}",dc.not.for.profit.hospital.corporation.board.of.directors.known.as.umc.united.medical.center,"[""D.C. Code § 44-951.02""]","Not-for-Profit Hospital Corporation Board of Directors (known as UMC, United Medical Center)",https://www.open-dc.gov/public-bodies/not-profit-hospital-corporation-board-directors-known-umc-united-medical-center,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":111,""NAME"":""Not-for-Profit Hospital Corporation Board of Directors (known as UMC, United Medical Center)"",""SHORT_NAME"":""Not-for-Profit Hospital Corporation Board of Directors (known as UMC, United Medical Center)"",""ACRONYM"":""UMC"",""GOVERNING_AGENCY"":null,""ADDRESS"":null,""TYPE"":""Board"",""WEB_URL"":""https://www.open-dc.gov/public-bodies/not-profit-hospital-corporation-board-directors-known-umc-united-medical-center"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 44-951.02 "",""OBJECTID"":111,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,board
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.110"",""source_row_key"":""110""}",dc.notaries.public.board.of.review,[],Notaries Public Board of Review,,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":110,""NAME"":""Notaries Public Board of Review"",""SHORT_NAME"":""Notaries Public Board of Review"",""ACRONYM"":null,""GOVERNING_AGENCY"":""Office of the Secretary"",""ADDRESS"":null,""TYPE"":""Board"",""WEB_URL"":null,""AUTHORIZING_ORDER_LAW"":null,""OBJECTID"":110,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,board
"[""ODDHH""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1175"",""source_row_key"":""1175""}",dc.office.for.the.deaf.deafblind.and.hard.of.hearing,"[""REACH Act (D.C. Act 23-521)""]","Office for the Deaf, DeafBlind, and Hard of Hearing",https://communityaffairs.dc.gov/content/mayors-office-deaf-deafblind-and-hard-hearing,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1175,""AGENCY_NAME"":""Office for the Deaf, DeafBlind, and Hard of Hearing"",""SHORT_NAME"":""Office for the Deaf, DeafBlind, and Hard of Hearing"",""ACRONYM"":""ODDHH"",""BUDGETCODE"":""JS0"",""LEGISLATION"":""REACH Act (D.C. Act 23-521)"",""MAYORAL_CLUSTER"":""Governmental Direction and Support"",""BRANCH"":""Executive"",""ADDRESS"":""2000 14th Street NW, Suite 101"",""TYPE"":""Agency"",""WEB_URL"":""https://communityaffairs.dc.gov/content/mayors-office-deaf-deafblind-and-hard-hearing"",""SOURCE"":null,""OBP_BFA_APPROPRIATION_TITLE"":""Human Support Services"",""OBJECTID"":154,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OAH""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1068"",""source_row_key"":""1068""}",dc.office.of.administrative.hearings,"[""2-1831.02""]",Office of Administrative Hearings,https://oah.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1068,""AGENCY_NAME"":""Office of Administrative Hearings"",""SHORT_NAME"":""Office of Administrative Hearings"",""ACRONYM"":""OAH"",""BUDGETCODE"":""FS0"",""LEGISLATION"":""2-1831.02"",""MAYORAL_CLUSTER"":""Government Operations"",""BRANCH"":""Other"",""ADDRESS"":""441 4th Street NW, Suite 450 North"",""TYPE"":""Agency"",""WEB_URL"":""https://oah.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Public Safety and Justice"",""OBJECTID"":56,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OCTFME""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1069"",""source_row_key"":""1069""}",dc.office.of.cable.television.film.music.and.entertainment,"[""§ 34-1252.01""]","Office of Cable Television, Film, Music and Entertainment",https://oct.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1069,""AGENCY_NAME"":""Office of Cable Television, Film, Music and Entertainment"",""SHORT_NAME"":""Office of Cable Television, Film, Music and Entertainment"",""ACRONYM"":""OCTFME"",""BUDGETCODE"":""CI0"",""LEGISLATION"":""§ 34-1252.01"",""MAYORAL_CLUSTER"":""Planning and Economic Development"",""BRANCH"":""Executive"",""ADDRESS"":""1899 9th Street NE"",""TYPE"":""Agency"",""WEB_URL"":""https://oct.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Economic Development and Regulation"",""OBJECTID"":61,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OCF""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1148"",""source_row_key"":""1148""}",dc.office.of.campaign.finance,[],Office of Campaign Finance,https://ocf.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1148,""AGENCY_NAME"":""Office of Campaign Finance"",""SHORT_NAME"":""Office of Campaign Finance"",""ACRONYM"":""OCF"",""BUDGETCODE"":""CJ0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Government Operations"",""BRANCH"":""Executive"",""ADDRESS"":""1015 Half Street SE, Suite 775"",""TYPE"":""Agency"",""WEB_URL"":""https://ocf.dc.gov/"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":127,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OCP""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1071"",""source_row_key"":""1071""}",dc.office.of.contracting.and.procurement,"[""§ 2-352.01""]",Office of Contracting and Procurement,https://ocp.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1071,""AGENCY_NAME"":""Office of Contracting and Procurement"",""SHORT_NAME"":""Office of Contracting and Procurement"",""ACRONYM"":""OCP"",""BUDGETCODE"":""PO0"",""LEGISLATION"":""§ 2-352.01"",""MAYORAL_CLUSTER"":""Government Operations"",""BRANCH"":""Executive"",""ADDRESS"":""441 4th Street NW, Suite 330 South"",""TYPE"":""Agency"",""WEB_URL"":""https://ocp.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":60,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""ODR""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1072"",""source_row_key"":""1072""}",dc.office.of.disability.rights,"[""§ 2-1431.03""]",Office of Disability Rights,https://odr.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1072,""AGENCY_NAME"":""Office of Disability Rights"",""SHORT_NAME"":""Office of Disability Rights"",""ACRONYM"":""ODR"",""BUDGETCODE"":""JR0"",""LEGISLATION"":""§ 2-1431.03"",""MAYORAL_CLUSTER"":""Government Operations"",""BRANCH"":""Executive"",""ADDRESS"":""441 4th Street NW, Suite 729 North"",""TYPE"":""Agency"",""WEB_URL"":""https://odr.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":63,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OEA""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1073"",""source_row_key"":""1073""}",dc.office.of.employee.appeals,"[""§ 1-606.01""]",Office of Employee Appeals,https://oea.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1073,""AGENCY_NAME"":""Office of Employee Appeals"",""SHORT_NAME"":""Office of Employee Appeals"",""ACRONYM"":""OEA"",""BUDGETCODE"":""CH0"",""LEGISLATION"":""§ 1-606.01"",""MAYORAL_CLUSTER"":""Government Operations"",""BRANCH"":""Other"",""ADDRESS"":""955 L'Enfant Plaza SW, Suite 2500"",""TYPE"":""Agency"",""WEB_URL"":""https://oea.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":64,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OFRA""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1074"",""source_row_key"":""1074""}",dc.office.of.federal.and.regional.affairs,[],Office of Federal and Regional Affairs,https://osa.dc.gov/page/office-federal-and-regional-affairs,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1074,""AGENCY_NAME"":""Office of Federal and Regional Affairs"",""SHORT_NAME"":""Office of Federal and Regional Affairs"",""ACRONYM"":""OFRA"",""BUDGETCODE"":""AI0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":null,""BRANCH"":""Executive"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 324"",""TYPE"":""Agency"",""WEB_URL"":""https://osa.dc.gov/page/office-federal-and-regional-affairs"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":65,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OGVP""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1177"",""source_row_key"":""1177""}",dc.office.of.gun.violence.prevention,"[""D.C. Law 23-270""]",Office of Gun Violence Prevention,https://ogvp.dc.gov,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1177,""AGENCY_NAME"":""Office of Gun Violence Prevention"",""SHORT_NAME"":""Office of Gun Violence Prevention"",""ACRONYM"":""OGVP"",""BUDGETCODE"":""AA0"",""LEGISLATION"":""D.C. Law 23-270"",""MAYORAL_CLUSTER"":null,""BRANCH"":""Executive"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 533"",""TYPE"":""Agency"",""WEB_URL"":""https://ogvp.dc.gov"",""SOURCE"":null,""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":156,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OHR""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1075"",""source_row_key"":""1075""}",dc.office.of.human.rights,"[""§ 2-1411.01""]",Office of Human Rights,https://ohr.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1075,""AGENCY_NAME"":""Office of Human Rights"",""SHORT_NAME"":""Office of Human Rights"",""ACRONYM"":""OHR"",""BUDGETCODE"":""HM0"",""LEGISLATION"":""§ 2-1411.01"",""MAYORAL_CLUSTER"":""Public Safety and Justice"",""BRANCH"":""Executive"",""ADDRESS"":""441 4th Street NW, Suite 570 North"",""TYPE"":""Agency"",""WEB_URL"":""https://ohr.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Public Safety and Justice"",""OBJECTID"":66,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1173"",""source_row_key"":""1173""}",dc.office.of.independent.juvenile.justice.facilities.oversight,"[""Mayor’s Order 2020-115""]",Office of Independent Juvenile Justice Facilities Oversight,,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1173,""AGENCY_NAME"":""Office of Independent Juvenile Justice Facilities Oversight"",""SHORT_NAME"":""Office of Independent Juvenile Justice Facilities Oversight"",""ACRONYM"":null,""BUDGETCODE"":null,""LEGISLATION"":""Mayor’s Order 2020-115"",""MAYORAL_CLUSTER"":null,""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Agency"",""WEB_URL"":null,""SOURCE"":null,""OBP_BFA_APPROPRIATION_TITLE"":null,""OBJECTID"":152,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OLRCB""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1076"",""source_row_key"":""1076""}",dc.office.of.labor.relations.and.collective.bargaining,[],Office of Labor Relations and Collective Bargaining,https://oca.dc.gov/page/office-labor-relations-and-collective-bargaining,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1076,""AGENCY_NAME"":""Office of Labor Relations and Collective Bargaining"",""SHORT_NAME"":""Office of Labor Relations and Collective Bargaining"",""ACRONYM"":""OLRCB"",""BUDGETCODE"":""RP0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Governmental Direction and Support"",""BRANCH"":""Executive"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 513"",""TYPE"":""Agency"",""WEB_URL"":""https://oca.dc.gov/page/office-labor-relations-and-collective-bargaining"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":69,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OLG""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1156"",""source_row_key"":""1156""}",dc.office.of.lottery.and.gaming,"[""§ 36–601.01 - https://code.dccouncil.gov/us/dc/council/code/titles/36/chapters/6""]",Office of Lottery and Gaming,https://lottery.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1156,""AGENCY_NAME"":""Office of Lottery and Gaming"",""SHORT_NAME"":""Office of Lottery and Gaming"",""ACRONYM"":""OLG"",""BUDGETCODE"":""DC0"",""LEGISLATION"":""§ 36–601.01 - https://code.dccouncil.gov/us/dc/council/code/titles/36/chapters/6"",""MAYORAL_CLUSTER"":""Enterprise and Other"",""BRANCH"":""Executive"",""ADDRESS"":""2235 Shannon Place SE, Suite 3040"",""TYPE"":""Agency"",""WEB_URL"":""https://lottery.dc.gov/"",""SOURCE"":null,""OBP_BFA_APPROPRIATION_TITLE"":""Enterprise and Other Funds"",""OBJECTID"":135,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""ONSE""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1155"",""source_row_key"":""1155""}",dc.office.of.neighborhood.safety.and.engagement,"[""§ 7–2411 - https://code.dccouncil.gov/us/dc/council/code/titles/7/chapters/24A""]",Office of Neighborhood Safety and Engagement,https://onse.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1155,""AGENCY_NAME"":""Office of Neighborhood Safety and Engagement"",""SHORT_NAME"":""Office of Neighborhood Safety and Engagement"",""ACRONYM"":""ONSE"",""BUDGETCODE"":""NS0"",""LEGISLATION"":""§ 7–2411 - https://code.dccouncil.gov/us/dc/council/code/titles/7/chapters/24A"",""MAYORAL_CLUSTER"":""Public Safety and Justice"",""BRANCH"":""Executive"",""ADDRESS"":""100 42nd Street NE"",""TYPE"":""Agency"",""WEB_URL"":""https://onse.dc.gov/"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Public Safety and Justice"",""OBJECTID"":134,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OOG""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1077"",""source_row_key"":""1077""}",dc.office.of.open.government,"[""§ 2-592""]",Office of Open Government,https://www.open-dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1077,""AGENCY_NAME"":""Office of Open Government"",""SHORT_NAME"":""Office of Open Government"",""ACRONYM"":""OOG"",""BUDGETCODE"":""AV0"",""LEGISLATION"":""§ 2-592"",""MAYORAL_CLUSTER"":""Internal Services"",""BRANCH"":""Other"",""ADDRESS"":""441 4th Street NW, Suite 540 South"",""TYPE"":""Agency"",""WEB_URL"":""https://www.open-dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":70,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
